Date,Open,High,Low,Close,Adj Close,Volume
1/3/2017,115.800003,116.330002,114.760002,116.150002,112.140007,28781900
1/4/2017,115.849998,116.510002,115.75,116.019997,112.014503,21118100
1/5/2017,115.919998,116.860001,115.809998,116.610001,112.584129,22193600
1/6/2017,116.779999,118.160004,116.470001,117.910004,113.839249,31751900
1/9/2017,117.949997,119.43,117.940002,118.989998,114.88195,33561900
1/10/2017,118.769997,119.379997,118.300003,119.110001,114.997818,24462100
1/11/2017,118.739998,119.93,118.599998,119.75,115.615723,27588600
1/12/2017,118.900002,119.300003,118.209999,119.25,115.132988,27086200
1/13/2017,119.110001,119.620003,118.809998,119.040001,114.930237,26111900
1/17/2017,118.339996,120.239998,118.220001,120,115.857086,34439800
1/18/2017,120,120.5,119.709999,119.989998,115.847435,23713000
1/19/2017,119.400002,120.089996,119.370003,119.779999,115.644691,25597300
1/20/2017,120.449997,120.449997,119.730003,120,115.857086,32597900
1/23/2017,120,120.809998,119.769997,120.080002,115.934326,22050200
1/24/2017,119.550003,120.099998,119.5,119.970001,115.828125,23211000
1/25/2017,120.419998,122.099998,120.279999,121.879997,117.672188,32377600
1/26/2017,121.669998,122.440002,121.599998,121.940002,117.730118,26337600
1/27/2017,122.139999,122.349998,121.599998,121.949997,117.739769,20562900
1/30/2017,120.93,121.629997,120.660004,121.629997,117.430817,30377500
1/31/2017,121.150002,121.389999,120.620003,121.349998,117.160492,49201000
2/1/2017,127.029999,130.490005,127.010002,128.75,124.305,111985000
2/2/2017,127.980003,129.389999,127.779999,128.529999,124.092606,33710400
2/3/2017,128.309998,129.190002,128.160004,129.080002,124.623619,24507300
2/6/2017,129.130005,130.5,128.899994,130.289993,125.79184,26845900
2/7/2017,130.539993,132.089996,130.449997,131.529999,126.989029,38183800
2/8/2017,131.350006,132.220001,131.220001,132.039993,127.481415,23004100
2/9/2017,131.649994,132.449997,131.119995,132.419998,128.402603,28349900
2/10/2017,132.460007,132.940002,132.050003,132.119995,128.11171,20065500
2/13/2017,133.080002,133.820007,132.75,133.289993,129.246201,23035400
2/14/2017,133.470001,135.089996,133.25,135.020004,130.923721,33226200
2/15/2017,135.520004,136.270004,134.619995,135.509995,131.398834,35623100
2/16/2017,135.669998,135.899994,134.839996,135.350006,131.243729,22584600
